transaction_id,amount,currency,timestamp,status,type,network,card_type,bin,last4,merchant_id,merchant_name,merchant_category_code,country,customer_id,email,phone,ip_address,risk_score,true_anomaly,anomaly_reason
TXN_100247,844.2,INR,2026-07-04 07:02:17,Success,Payment,Mastercard,Debit,524334,3364,MID_7665,Merchant_247,5812,IN,CUST_1247,user_cust_1247@domain.com,+919876547617,192.168.1.247,26,0,Normal
TXN_100248,5549.23,INR,2026-07-04 07:10:53,Success,Payment,RuPay,Debit,694715,4629,MID_2936,Merchant_248,5621,IN,CUST_1248,user_cust_1248@domain.com,+919876548733,192.168.1.248,24,0,Normal
TXN_100249,1901.93,INR,2026-07-04 07:17:46,Success,Payment,RuPay,Debit,662767,6919,MID_1882,Merchant_249,5812,IN,CUST_1249,user_cust_1249@domain.com,+919876549335,192.168.1.249,5,0,Normal
TXN_100250,538.48,INR,2026-07-04 07:25:12,Success,Payment,VISA,Debit,406644,6675,MID_4840,Merchant_250,5541,IN,CUST_1000,user_cust_1000@domain.com,+919876550526,192.168.1.250,12,0,Normal
TXN_100251,2841.37,INR,2026-07-04 07:32:59,Success,Payment,RuPay,Credit,632933,9872,MID_7923,Merchant_251,5311,IN,CUST_1001,user_cust_1001@domain.com,+919876551215,192.168.1.251,29,0,Normal
TXN_100252,7365.31,INR,2026-07-04 07:39:46,Success,Payment,RuPay,Prepaid,643469,7638,MID_5611,Merchant_252,5812,IN,CUST_1002,user_cust_1002@domain.com,+919876552262,192.168.1.252,18,0,Normal
TXN_100253,3109.39,INR,2026-07-04 07:49:46,Success,Payment,Mastercard,Debit,543687,5651,MID_6204,Merchant_253,5541,IN,CUST_1003,user_cust_1003@domain.com,+919876553325,192.168.1.253,13,0,Normal
TXN_100254,447.23,INR,2026-07-04 07:54:33,Success,Payment,RuPay,Prepaid,652656,1609,MID_8288,Merchant_254,4111,IN,CUST_1004,user_cust_1004@domain.com,+919876554329,192.168.1.0,6,0,Normal
TXN_100255,959.24,INR,2026-07-04 08:01:31,Success,Payment,Mastercard,Debit,527375,8940,MID_4203,Merchant_255,5541,IN,CUST_1005,user_cust_1005@domain.com,+919876555281,192.168.1.1,29,0,Normal
TXN_100256,3740.54,INR,2026-07-04 08:11:27,Success,Payment,VISA,Debit,465206,4866,MID_3244,Merchant_256,5621,IN,CUST_1006,user_cust_1006@domain.com,+919876556348,192.168.1.2,27,0,Normal
TXN_100257,810.42,INR,2026-07-04 08:17:01,Success,Payment,VISA,Credit,496462,1371,MID_1018,Merchant_257,5541,IN,CUST_1007,user_cust_1007@domain.com,+919876557417,192.168.1.3,9,0,Normal
TXN_100258,1960.38,INR,2026-07-04 08:26:22,Success,Payment,RuPay,Credit,636607,7998,MID_1641,Merchant_258,5621,IN,CUST_1008,user_cust_1008@domain.com,+919876558309,192.168.1.4,27,0,Normal
TXN_100259,2539.18,INR,2026-07-04 08:32:23,Success,Payment,VISA,Prepaid,483178,1615,MID_4083,Merchant_259,5541,IN,CUST_1009,user_cust_1009@domain.com,+919876559755,192.168.1.5,33,0,Normal
TXN_100260,688.07,INR,2026-07-04 08:39:48,Success,Payment,RuPay,Credit,623993,7911,MID_6200,Merchant_260,5411,IN,CUST_1010,user_cust_1010@domain.com,+919876560491,192.168.1.6,29,0,Normal
TXN_100261,1327.14,INR,2026-07-04 08:47:39,Success,Payment,VISA,Credit,444386,7010,MID_9521,Merchant_261,5541,IN,CUST_1011,user_cust_1011@domain.com,+919876561956,192.168.1.7,12,0,Normal
TXN_100262,150.18,INR,2026-07-04 08:55:45,Success,Payment,Mastercard,Prepaid,556287,3253,MID_1865,Merchant_262,7011,IN,CUST_1012,user_cust_1012@domain.com,+919876562195,192.168.1.8,20,0,Normal
TXN_100263,640.22,INR,2026-07-04 09:03:00,Success,Payment,Mastercard,Credit,531188,5942,MID_1773,Merchant_263,5541,IN,CUST_1013,user_cust_1013@domain.com,+919876563993,192.168.1.9,26,0,Normal
TXN_100264,1144.38,INR,2026-07-04 09:12:10,Success,Payment,Mastercard,Debit,542596,1864,MID_5732,Merchant_264,5411,IN,CUST_1014,user_cust_1014@domain.com,+919876564957,192.168.1.10,20,0,Normal
TXN_100265,543.62,INR,2026-07-04 09:19:44,Success,Payment,Mastercard,Prepaid,537772,2268,MID_4518,Merchant_265,5411,IN,CUST_1015,user_cust_1015@domain.com,+919876565855,192.168.1.11,17,0,Normal
TXN_100266,4994.0,INR,2026-07-04 09:27:12,Success,Payment,RuPay,Prepaid,696393,8454,MID_7795,Merchant_266,4111,IN,CUST_1016,user_cust_1016@domain.com,+919876566185,192.168.1.12,24,0,Normal
TXN_100267,476.62,INR,2026-07-04 09:34:48,Success,Payment,VISA,Debit,476312,9976,MID_7984,Merchant_267,5621,IN,CUST_1017,user_cust_1017@domain.com,+919876567514,192.168.1.13,33,0,Normal
TXN_100268,991.96,INR,2026-07-04 09:40:03,Success,Payment,RuPay,Credit,698371,5571,MID_3567,Merchant_268,5311,IN,CUST_1018,user_cust_1018@domain.com,+919876568493,192.168.1.14,19,0,Normal
TXN_100269,1537.11,INR,2026-07-04 09:47:43,Success,Payment,Mastercard,Prepaid,519788,6229,MID_2674,Merchant_269,5812,IN,CUST_1019,user_cust_1019@domain.com,+919876569795,192.168.1.15,5,0,Normal
TXN_100270,4292.97,INR,2026-07-04 09:56:41,Success,Payment,RuPay,Prepaid,671196,3237,MID_1739,Merchant_270,5812,IN,CUST_1020,user_cust_1020@domain.com,+919876570732,192.168.1.16,26,0,Normal
TXN_100271,474.67,INR,2026-07-04 10:04:19,Success,Payment,VISA,Debit,470014,5054,MID_2545,Merchant_271,5541,IN,CUST_1021,user_cust_1021@domain.com,+919876571943,192.168.1.17,7,0,Normal
TXN_100272,3446.6,INR,2026-07-04 10:10:29,Success,Payment,RuPay,Debit,608210,1935,MID_6127,Merchant_272,4111,IN,CUST_1022,user_cust_1022@domain.com,+919876572600,192.168.1.18,10,0,Normal
TXN_100273,1400.44,INR,2026-07-04 10:19:26,Success,Payment,VISA,Credit,410922,7394,MID_7947,Merchant_273,5541,IN,CUST_1023,user_cust_1023@domain.com,+919876573703,192.168.1.19,26,0,Normal
TXN_100274,660.81,INR,2026-07-04 10:24:13,Success,Payment,RuPay,Prepaid,636289,8891,MID_7620,Merchant_274,5812,IN,CUST_1024,user_cust_1024@domain.com,+919876574681,192.168.1.20,18,0,Normal
TXN_100275,1988.53,INR,2026-07-04 10:32:43,Success,Payment,VISA,Credit,433340,1325,MID_5555,Merchant_275,5621,IN,CUST_1025,user_cust_1025@domain.com,+919876575232,192.168.1.21,8,0,Normal
TXN_100276,1620.65,INR,2026-07-04 10:40:17,Success,Payment,VISA,Credit,439850,8774,MID_6645,Merchant_276,5621,IN,CUST_1026,user_cust_1026@domain.com,+919876576890,192.168.1.22,22,0,Normal
TXN_100277,878.67,INR,2026-07-04 10:49:09,Success,Payment,Mastercard,Debit,548163,4861,MID_9943,Merchant_277,5621,IN,CUST_1027,user_cust_1027@domain.com,+919876577748,192.168.1.23,19,0,Normal
TXN_100278,1466.35,INR,2026-07-04 10:55:08,Success,Payment,VISA,Prepaid,484178,2985,MID_8124,Merchant_278,5411,IN,CUST_1028,user_cust_1028@domain.com,+919876578413,192.168.1.24,13,0,Normal
TXN_100279,1034.12,INR,2026-07-04 11:03:08,Success,Payment,Mastercard,Prepaid,521094,5932,MID_4732,Merchant_279,5311,IN,CUST_1029,user_cust_1029@domain.com,+919876579798,192.168.1.25,22,0,Normal
TXN_100280,1516.76,INR,2026-07-04 11:11:05,Success,Payment,Mastercard,Prepaid,532423,5603,MID_3283,Merchant_280,4111,IN,CUST_1030,user_cust_1030@domain.com,+919876580320,192.168.1.26,7,0,Normal
TXN_100281,2324.93,INR,2026-07-04 11:18:12,Success,Payment,Mastercard,Debit,543418,3778,MID_9669,Merchant_281,5411,IN,CUST_1031,user_cust_1031@domain.com,+919876581537,192.168.1.27,14,0,Normal
TXN_100282,4813.86,INR,2026-07-04 11:26:12,Success,Payment,RuPay,Debit,605741,9832,MID_7998,Merchant_282,5311,IN,CUST_1032,user_cust_1032@domain.com,+919876582145,192.168.1.28,21,0,Normal
TXN_100283,547.58,INR,2026-07-04 11:33:12,Success,Payment,RuPay,Debit,672374,8754,MID_6413,Merchant_283,4111,IN,CUST_1033,user_cust_1033@domain.com,+919876583889,192.168.1.29,11,0,Normal
TXN_100284,7429.25,INR,2026-07-04 11:39:19,Success,Payment,RuPay,Debit,668798,5078,MID_2269,Merchant_284,4111,IN,CUST_1034,user_cust_1034@domain.com,+919876584291,192.168.1.30,19,0,Normal
TXN_100285,330.99,INR,2026-07-04 11:49:48,Success,Payment,RuPay,Debit,670532,2367,MID_8868,Merchant_285,5812,IN,CUST_1035,user_cust_1035@domain.com,+919876585619,192.168.1.31,5,0,Normal
TXN_100286,1236.27,INR,2026-07-04 11:55:22,Success,Payment,VISA,Prepaid,422164,5042,MID_3603,Merchant_286,5411,IN,CUST_1036,user_cust_1036@domain.com,+919876586478,192.168.1.32,31,0,Normal
TXN_100287,2194.48,INR,2026-07-04 12:03:51,Success,Payment,VISA,Credit,435595,3575,MID_6961,Merchant_287,4111,IN,CUST_1037,user_cust_1037@domain.com,+919876587887,192.168.1.33,29,0,Normal
TXN_100288,1727.05,INR,2026-07-04 12:09:23,Success,Payment,RuPay,Prepaid,630257,7754,MID_9569,Merchant_288,7011,IN,CUST_1038,user_cust_1038@domain.com,+919876588790,192.168.1.34,31,0,Normal
TXN_100289,863.9,INR,2026-07-04 12:17:53,Success,Payment,VISA,Credit,414211,2581,MID_8557,Merchant_289,5621,IN,CUST_1039,user_cust_1039@domain.com,+919876589433,192.168.1.35,15,0,Normal
TXN_100290,1184.0,INR,2026-07-04 12:25:49,Success,Payment,VISA,Debit,495989,2986,MID_2680,Merchant_290,4111,IN,CUST_1040,user_cust_1040@domain.com,+919876590138,192.168.1.36,21,0,Normal
TXN_100291,952.89,INR,2026-07-04 12:32:45,Success,Payment,Mastercard,Credit,515232,3240,MID_9433,Merchant_291,5311,IN,CUST_1041,user_cust_1041@domain.com,+919876591392,192.168.1.37,9,0,Normal
TXN_100292,885.9,INR,2026-07-04 12:41:09,Success,Payment,Mastercard,Prepaid,512217,4966,MID_6682,Merchant_292,5812,IN,CUST_1042,user_cust_1042@domain.com,+919876592789,192.168.1.38,11,0,Normal
TXN_100293,2693.03,INR,2026-07-04 12:47:58,Success,Payment,Mastercard,Prepaid,534229,8604,MID_9084,Merchant_293,5541,IN,CUST_1043,user_cust_1043@domain.com,+919876593261,192.168.1.39,23,0,Normal
TXN_100294,1832.22,INR,2026-07-04 12:54:54,Success,Payment,Mastercard,Credit,524232,9320,MID_6367,Merchant_294,5621,IN,CUST_1044,user_cust_1044@domain.com,+919876594430,192.168.1.40,29,0,Normal
TXN_100295,819.45,INR,2026-07-04 13:04:49,Success,Payment,VISA,Debit,425613,6968,MID_1069,Merchant_295,5812,IN,CUST_1045,user_cust_1045@domain.com,+919876595985,192.168.1.41,28,0,Normal
TXN_100296,2800.89,INR,2026-07-04 13:10:29,Success,Payment,RuPay,Debit,614026,8493,MID_4924,Merchant_296,5541,IN,CUST_1046,user_cust_1046@domain.com,+919876596203,192.168.1.42,33,0,Normal
TXN_100297,1762.72,INR,2026-07-04 13:18:53,Success,Payment,VISA,Prepaid,453535,5103,MID_7200,Merchant_297,5411,IN,CUST_1047,user_cust_1047@domain.com,+919876597260,192.168.1.43,19,0,Normal
TXN_100298,2616.48,INR,2026-07-04 13:25:05,Success,Payment,VISA,Credit,494090,3076,MID_3007,Merchant_298,5411,IN,CUST_1048,user_cust_1048@domain.com,+919876598898,192.168.1.44,7,0,Normal
TXN_100299,2266.54,INR,2026-07-04 13:32:46,Success,Payment,VISA,Debit,430908,6231,MID_9992,Merchant_299,4111,IN,CUST_1049,user_cust_1049@domain.com,+919876599734,192.168.1.45,19,0,Normal
TXN_100300,740.08,INR,2026-07-04 13:42:19,Success,Payment,RuPay,Debit,402611,3994,MID_9119,Merchant_300,7011,IN,CUST_1050,user_cust_1050@domain.com,+919876500153,192.168.1.46,9,1,BIN-Network Mismatch
TXN_100301,905.64,INR,2026-07-04 13:48:53,Success,Payment,RuPay,Prepaid,402611,4744,MID_3779,Merchant_301,5411,IN,CUST_1051,user_cust_1051@domain.com,+919876501133,192.168.1.47,27,1,BIN-Network Mismatch
TXN_100302,2485.32,INR,2026-07-04 13:56:29,Success,Payment,RuPay,Debit,402611,6594,MID_5920,Merchant_302,4111,IN,CUST_1052,user_cust_1052@domain.com,+919876502341,192.168.1.48,16,1,BIN-Network Mismatch
TXN_100303,2232.65,INR,2026-07-04 14:03:57,Success,Payment,RuPay,Credit,402611,8531,MID_1755,Merchant_303,5621,IN,CUST_1053,user_cust_1053@domain.com,+919876503989,192.168.1.49,34,1,BIN-Network Mismatch
TXN_100304,1367.22,INR,2026-07-04 14:10:00,Success,Payment,RuPay,Prepaid,402611,8371,MID_7495,Merchant_304,5812,IN,CUST_1054,user_cust_1054@domain.com,+919876504212,192.168.1.50,24,1,BIN-Network Mismatch
TXN_100305,1521.24,INR,2026-07-04 14:18:03,Success,Payment,RuPay,Prepaid,402611,2644,MID_6935,Merchant_305,5411,IN,CUST_1055,user_cust_1055@domain.com,+919876505417,192.168.1.51,9,1,BIN-Network Mismatch
TXN_100306,3772.43,INR,2026-07-04 14:26:41,Success,Payment,RuPay,Credit,402611,4144,MID_3330,Merchant_306,5812,IN,CUST_1056,user_cust_1056@domain.com,+919876506122,192.168.1.52,7,1,BIN-Network Mismatch
TXN_100307,884.43,INR,2026-07-04 14:32:19,Success,Payment,RuPay,Prepaid,402611,1242,MID_6705,Merchant_307,5812,IN,CUST_1057,user_cust_1057@domain.com,+919876507657,192.168.1.53,13,1,BIN-Network Mismatch
TXN_100308,2124.92,INR,2026-07-04 14:39:35,Success,Payment,RuPay,Debit,402611,5085,MID_9301,Merchant_308,7011,IN,CUST_1058,user_cust_1058@domain.com,+919876508923,192.168.1.54,30,1,BIN-Network Mismatch
TXN_100309,1189.39,INR,2026-07-04 14:49:22,Success,Payment,RuPay,Debit,402611,8954,MID_2016,Merchant_309,5411,IN,CUST_1059,user_cust_1059@domain.com,+919876509746,192.168.1.55,13,1,BIN-Network Mismatch
TXN_100310,1175.36,INR,2026-07-04 14:55:42,Success,Payment,Mastercard,Credit,529288,8269,MID_8347,Merchant_310,5812,IN,CUST_1060,user_cust_1060@domain.com,+919876510217,192.168.1.56,11,0,Normal
TXN_100311,3276.07,INR,2026-07-04 15:01:41,Success,Payment,Mastercard,Debit,523288,8130,MID_9216,Merchant_311,7011,IN,CUST_1061,user_cust_1061@domain.com,+919876511800,192.168.1.57,30,0,Normal
TXN_100312,2642.38,INR,2026-07-04 15:10:39,Success,Payment,RuPay,Credit,629877,7828,MID_5938,Merchant_312,7011,IN,CUST_1062,user_cust_1062@domain.com,+919876512742,192.168.1.58,6,0,Normal
TXN_100313,2617.81,INR,2026-07-04 15:19:50,Success,Payment,Mastercard,Credit,528889,9362,MID_3838,Merchant_313,5411,IN,CUST_1063,user_cust_1063@domain.com,+919876513311,192.168.1.59,27,0,Normal
TXN_100314,3856.19,INR,2026-07-04 15:25:50,Success,Payment,Mastercard,Debit,510917,9844,MID_1737,Merchant_314,7011,IN,CUST_1064,user_cust_1064@domain.com,+919876514517,192.168.1.60,27,0,Normal
TXN_100315,1412.13,INR,2026-07-04 15:32:44,Success,Payment,VISA,Credit,475602,7331,MID_7200,Merchant_315,5411,IN,CUST_1065,user_cust_1065@domain.com,+919876515212,192.168.1.61,31,0,Normal
TXN_100316,2361.29,INR,2026-07-04 15:42:14,Success,Payment,Mastercard,Debit,539504,4512,MID_9371,Merchant_316,5411,IN,CUST_1066,user_cust_1066@domain.com,+919876516143,192.168.1.62,25,0,Normal
TXN_100317,1095.02,INR,2026-07-04 15:49:24,Success,Payment,Mastercard,Prepaid,516982,2499,MID_1231,Merchant_317,5541,IN,CUST_1067,user_cust_1067@domain.com,+919876517227,192.168.1.63,20,0,Normal
TXN_100318,1785.99,INR,2026-07-04 15:54:09,Success,Payment,VISA,Prepaid,439104,3158,MID_2917,Merchant_318,5812,IN,CUST_1068,user_cust_1068@domain.com,+919876518975,192.168.1.64,13,0,Normal
TXN_100319,1256.99,INR,2026-07-04 16:01:33,Success,Payment,VISA,Credit,418062,6162,MID_9534,Merchant_319,5311,IN,CUST_1069,user_cust_1069@domain.com,+919876519257,192.168.1.65,17,0,Normal
TXN_100320,1497.51,INR,2026-07-04 16:10:25,Success,Payment,RuPay,Debit,616999,5039,MID_6918,Merchant_320,5411,IN,CUST_1070,user_cust_1070@domain.com,+919876520884,192.168.1.66,32,0,Normal
TXN_100321,2206.25,INR,2026-07-04 16:16:56,Success,Payment,Mastercard,Debit,519941,3035,MID_3623,Merchant_321,5812,IN,CUST_1071,user_cust_1071@domain.com,+919876521926,192.168.1.67,31,0,Normal
TXN_100322,746.05,INR,2026-07-04 16:25:12,Success,Payment,VISA,Prepaid,461169,8977,MID_9646,Merchant_322,5621,IN,CUST_1072,user_cust_1072@domain.com,+919876522493,192.168.1.68,23,0,Normal
TXN_100323,7193.15,INR,2026-07-04 16:32:18,Success,Payment,RuPay,Prepaid,623470,1857,MID_7401,Merchant_323,7011,IN,CUST_1073,user_cust_1073@domain.com,+919876523966,192.168.1.69,24,0,Normal
TXN_100324,648.95,INR,2026-07-04 16:42:14,Success,Payment,RuPay,Debit,659821,4823,MID_8072,Merchant_324,4111,IN,CUST_1074,user_cust_1074@domain.com,+919876524951,192.168.1.70,21,0,Normal
TXN_100325,557.07,INR,2026-07-04 16:49:48,Success,Payment,Mastercard,Credit,531133,7770,MID_3276,Merchant_325,5411,IN,CUST_1075,user_cust_1075@domain.com,+919876525611,192.168.1.71,10,0,Normal
TXN_100326,3432.9,INR,2026-07-04 16:56:36,Success,Payment,Mastercard,Prepaid,554435,1298,MID_8393,Merchant_326,7011,IN,CUST_1076,user_cust_1076@domain.com,+919876526144,192.168.1.72,8,0,Normal
TXN_100327,2573.32,INR,2026-07-04 17:03:27,Success,Payment,RuPay,Credit,604529,8244,MID_9787,Merchant_327,7011,IN,CUST_1077,user_cust_1077@domain.com,+919876527207,192.168.1.73,5,0,Normal
TXN_100328,2256.79,INR,2026-07-04 17:11:34,Success,Payment,VISA,Credit,483055,1923,MID_4874,Merchant_328,7011,IN,CUST_1078,user_cust_1078@domain.com,+919876528318,192.168.1.74,22,0,Normal
TXN_100329,2264.27,INR,2026-07-04 17:19:03,Success,Payment,RuPay,Prepaid,612192,5232,MID_5530,Merchant_329,7011,IN,CUST_1079,user_cust_1079@domain.com,+919876529542,192.168.1.75,23,0,Normal
TXN_100330,1376.37,INR,2026-07-04 17:24:12,Success,Payment,Mastercard,Credit,518566,5306,MID_8164,Merchant_330,7011,IN,CUST_1080,user_cust_1080@domain.com,+919876530929,192.168.1.76,13,0,Normal
TXN_100331,703.4,INR,2026-07-04 17:33:43,Success,Payment,VISA,Credit,472762,3799,MID_5497,Merchant_331,5411,IN,CUST_1081,user_cust_1081@domain.com,+919876531414,192.168.1.77,17,0,Normal
TXN_100332,1473.17,INR,2026-07-04 17:39:48,Success,Payment,VISA,Debit,486795,7578,MID_8933,Merchant_332,5621,IN,CUST_1082,user_cust_1082@domain.com,+919876532276,192.168.1.78,12,0,Normal
TXN_100333,829.2,INR,2026-07-04 17:47:07,Success,Payment,RuPay,Credit,634087,5875,MID_3135,Merchant_333,5311,IN,CUST_1083,user_cust_1083@domain.com,+919876533327,192.168.1.79,27,0,Normal
TXN_100334,2972.21,INR,2026-07-04 17:54:44,Success,Payment,Mastercard,Debit,511141,6326,MID_7727,Merchant_334,5541,IN,CUST_1084,user_cust_1084@domain.com,+919876534802,192.168.1.80,17,0,Normal
TXN_100335,1240.77,INR,2026-07-04 18:01:45,Success,Payment,RuPay,Prepaid,604627,7582,MID_2565,Merchant_335,7011,IN,CUST_1085,user_cust_1085@domain.com,+919876535771,192.168.1.81,19,0,Normal
TXN_100336,742.01,INR,2026-07-04 18:09:43,Success,Payment,RuPay,Prepaid,656541,2802,MID_1308,Merchant_336,7011,IN,CUST_1086,user_cust_1086@domain.com,+919876536366,192.168.1.82,15,0,Normal
TXN_100337,1085.76,INR,2026-07-04 18:19:26,Success,Payment,RuPay,Debit,668226,3657,MID_9534,Merchant_337,5541,IN,CUST_1087,user_cust_1087@domain.com,+919876537969,192.168.1.83,16,0,Normal
TXN_100338,1913.75,INR,2026-07-04 18:25:27,Success,Payment,VISA,Prepaid,403255,4346,MID_9627,Merchant_338,5621,IN,CUST_1088,user_cust_1088@domain.com,+919876538937,192.168.1.84,18,0,Normal
TXN_100339,903.22,INR,2026-07-04 18:32:40,Success,Payment,VISA,Credit,457433,3949,MID_9368,Merchant_339,5621,IN,CUST_1089,user_cust_1089@domain.com,+919876539478,192.168.1.85,8,0,Normal
TXN_100340,743.83,INR,2026-07-04 18:39:46,Success,Payment,Mastercard,Credit,515213,1941,MID_1138,Merchant_340,5411,IN,CUST_1090,user_cust_1090@domain.com,+919876540588,192.168.1.86,5,0,Normal
TXN_100341,1677.74,INR,2026-07-04 18:48:18,Success,Payment,Mastercard,Credit,546876,2907,MID_1193,Merchant_341,5812,IN,CUST_1091,user_cust_1091@domain.com,+919876541801,192.168.1.87,28,0,Normal
TXN_100342,1679.41,INR,2026-07-04 18:56:03,Success,Payment,RuPay,Prepaid,619404,5837,MID_4257,Merchant_342,4111,IN,CUST_1092,user_cust_1092@domain.com,+919876542786,192.168.1.88,8,0,Normal
TXN_100343,942.87,INR,2026-07-04 19:04:21,Success,Payment,RuPay,Credit,625380,9105,MID_4235,Merchant_343,4111,IN,CUST_1093,user_cust_1093@domain.com,+919876543389,192.168.1.89,23,0,Normal
TXN_100344,968.89,INR,2026-07-04 19:09:21,Success,Payment,RuPay,Prepaid,691056,2243,MID_1942,Merchant_344,5812,IN,CUST_1094,user_cust_1094@domain.com,+919876544456,192.168.1.90,13,0,Normal
TXN_100345,1662.66,INR,2026-07-04 19:19:01,Success,Payment,Mastercard,Credit,529173,6696,MID_5620,Merchant_345,5411,IN,CUST_1095,user_cust_1095@domain.com,+919876545756,192.168.1.91,14,0,Normal
TXN_100346,470.54,INR,2026-07-04 19:25:47,Success,Payment,VISA,Debit,453027,2466,MID_6720,Merchant_346,4111,IN,CUST_1096,user_cust_1096@domain.com,+919876546843,192.168.1.92,8,0,Normal
TXN_100347,484.43,INR,2026-07-04 19:32:50,Success,Payment,VISA,Prepaid,423989,4957,MID_7353,Merchant_347,5621,IN,CUST_1097,user_cust_1097@domain.com,+919876547971,192.168.1.93,24,0,Normal
TXN_100348,803.89,INR,2026-07-04 19:39:47,Success,Payment,RuPay,Prepaid,624519,2966,MID_5957,Merchant_348,5541,IN,CUST_1098,user_cust_1098@domain.com,+919876548303,192.168.1.94,34,0,Normal
TXN_100349,1179.17,INR,2026-07-04 19:48:27,Success,Payment,RuPay,Credit,622439,1375,MID_4381,Merchant_349,5812,IN,CUST_1099,user_cust_1099@domain.com,+919876549312,192.168.1.95,13,0,Normal
TXN_100350,1767.67,INR,2026-07-04 19:56:04,Success,Payment,RuPay,Prepaid,676949,1262,MID_6839,Merchant_350,5621,IN,CUST_1100,user_cust_1100@domain.com,+919876550651,192.168.1.96,17,0,Normal
TXN_100351,4410.25,INR,2026-07-04 20:03:53,Success,Payment,RuPay,Prepaid,614995,5362,MID_3880,Merchant_351,5311,IN,CUST_1101,user_cust_1101@domain.com,+919876551886,192.168.1.97,16,0,Normal
TXN_100352,2710.12,INR,2026-07-04 20:09:25,Success,Payment,Mastercard,Debit,533559,7502,MID_5887,Merchant_352,5411,IN,CUST_1102,user_cust_1102@domain.com,+919876552422,192.168.1.98,15,0,Normal
TXN_100353,1228.56,INR,2026-07-04 20:17:06,Success,Payment,VISA,Debit,489049,8833,MID_1545,Merchant_353,5812,IN,CUST_1103,user_cust_1103@domain.com,+919876553693,192.168.1.99,16,0,Normal
TXN_100354,1369.21,INR,2026-07-04 20:24:51,Success,Payment,RuPay,Credit,605021,2893,MID_2927,Merchant_354,4111,IN,CUST_1104,user_cust_1104@domain.com,+919876554280,192.168.1.100,34,0,Normal
TXN_100355,650.63,INR,2026-07-04 20:31:45,Success,Payment,Mastercard,Debit,542464,9106,MID_5152,Merchant_355,5411,IN,CUST_1105,user_cust_1105@domain.com,+919876555598,192.168.1.101,22,0,Normal
TXN_100356,1369.74,INR,2026-07-04 20:40:08,Success,Payment,RuPay,Credit,621119,2652,MID_1004,Merchant_356,5541,IN,CUST_1106,user_cust_1106@domain.com,+919876556419,192.168.1.102,34,0,Normal
TXN_100357,1113.24,INR,2026-07-04 20:46:51,Success,Payment,RuPay,Credit,651539,6540,MID_6533,Merchant_357,5411,IN,CUST_1107,user_cust_1107@domain.com,+919876557182,192.168.1.103,16,0,Normal
TXN_100358,1783.98,INR,2026-07-04 20:56:21,Success,Payment,VISA,Credit,494835,4892,MID_6378,Merchant_358,5411,IN,CUST_1108,user_cust_1108@domain.com,+919876558402,192.168.1.104,20,0,Normal
TXN_100359,741.05,INR,2026-07-04 21:01:49,Success,Payment,RuPay,Prepaid,639350,1599,MID_7233,Merchant_359,5541,IN,CUST_1109,user_cust_1109@domain.com,+919876559361,192.168.1.105,9,0,Normal
TXN_100360,2079.36,INR,2026-07-04 21:09:34,Success,Payment,VISA,Debit,446223,5815,MID_3663,Merchant_360,7011,IN,CUST_1110,user_cust_1110@domain.com,+919876560883,192.168.1.106,24,0,Normal
TXN_100361,4615.08,INR,2026-07-04 21:17:48,Success,Payment,VISA,Credit,425517,2912,MID_4326,Merchant_361,5541,IN,CUST_1111,user_cust_1111@domain.com,+919876561299,192.168.1.107,29,0,Normal
TXN_100362,1277.82,INR,2026-07-04 21:26:05,Success,Payment,VISA,Debit,478653,9792,MID_4659,Merchant_362,5621,IN,CUST_1112,user_cust_1112@domain.com,+919876562339,192.168.1.108,16,0,Normal
TXN_100363,1897.09,INR,2026-07-04 21:34:46,Success,Payment,Mastercard,Credit,532250,9572,MID_2131,Merchant_363,5411,IN,CUST_1113,user_cust_1113@domain.com,+919876563791,192.168.1.109,25,0,Normal
TXN_100364,2376.49,INR,2026-07-04 21:40:57,Success,Payment,Mastercard,Debit,528950,5213,MID_5763,Merchant_364,5541,IN,CUST_1114,user_cust_1114@domain.com,+919876564782,192.168.1.110,29,0,Normal
TXN_100365,1021.68,INR,2026-07-04 21:47:22,Success,Payment,VISA,Debit,482895,4637,MID_7737,Merchant_365,7011,IN,CUST_1115,user_cust_1115@domain.com,+919876565394,192.168.1.111,15,0,Normal
TXN_100366,1652.43,INR,2026-07-04 21:54:27,Success,Payment,RuPay,Credit,689132,6599,MID_6092,Merchant_366,5621,IN,CUST_1116,user_cust_1116@domain.com,+919876566611,192.168.1.112,13,0,Normal
TXN_100367,1402.99,INR,2026-07-04 22:04:07,Success,Payment,VISA,Prepaid,491066,7448,MID_7022,Merchant_367,5812,IN,CUST_1117,user_cust_1117@domain.com,+919876567788,192.168.1.113,34,0,Normal
TXN_100368,1498.29,INR,2026-07-04 22:11:36,Success,Payment,RuPay,Debit,666798,9557,MID_4159,Merchant_368,5541,IN,CUST_1118,user_cust_1118@domain.com,+919876568980,192.168.1.114,22,0,Normal
TXN_100369,771.69,INR,2026-07-04 22:17:05,Success,Payment,VISA,Prepaid,454199,8382,MID_7159,Merchant_369,5541,IN,CUST_1119,user_cust_1119@domain.com,+919876569495,192.168.1.115,34,0,Normal
TXN_100370,1415.95,INR,2026-07-04 22:26:16,Success,Payment,RuPay,Prepaid,659546,9982,MID_8318,Merchant_370,5411,IN,CUST_1120,user_cust_1120@domain.com,+919876570848,192.168.1.116,29,0,Normal
